date,high,low,open,close,volume,adjclose,formatted_date
1514764800,555.8400268554688,462.30999755859375,479.54998779296875,518.489990234375,28176445,518.489990234375,2018-01-01
1514851200,566.1199951171875,516.9099731445312,518.4099731445312,549.2000122070312,28576539,549.2000122070312,2018-01-02
1514937600,567.8699951171875,534.6300048828125,549.2000122070312,559.0800170898438,20664932,559.0800170898438,2018-01-03
1515024000,561.8400268554688,507.6300048828125,559.0800170898438,546.9500122070312,17315993,546.9500122070312,2018-01-04
1515110400,556.2999877929688,526.02001953125,546.9400024414062,545.6599731445312,20840129,545.6599731445312,2018-01-05
1515196800,662.969970703125,527.72998046875,545.6699829101562,657.52001953125,45760230,657.52001953125,2018-01-06
1515283200,799.469970703125,647.77001953125,657.5,757.1699829101562,75921708,757.1699829101562,2018-01-07
1515369600,761.4500122070312,582.4500122070312,757.1699829101562,692.6400146484375,46663155,692.6400146484375,2018-01-08
1515456000,724.7999877929688,637.4299926757812,692.530029296875,668.8200073242188,27493568,668.8200073242188,2018-01-09
1515542400,725.5999755859375,617.5900268554688,668.8200073242188,716.7999877929688,32097004,716.7999877929688,2018-01-10
1515628800,730.1799926757812,593.5399780273438,716.8900146484375,645.22998046875,39631462,645.22998046875,2018-01-11
1515715200,716.8800048828125,614.0800170898438,645.3400268554688,700.0499877929688,23690122,700.0499877929688,2018-01-12
1515801600,722.8599853515625,690.1599731445312,700.0499877929688,699.6400146484375,19252864,699.6400146484375,2018-01-13
1515888000,717.4299926757812,639.1599731445312,699.6400146484375,668.4099731445312,22888073,668.4099731445312,2018-01-14
1515974400,687.7999877929688,625.1900024414062,668.489990234375,625.489990234375,19807727,625.489990234375,2018-01-15
1516060800,694.5599975585938,458.2900085449219,625.489990234375,506.3299865722656,68591877,506.3299865722656,2018-01-16
1516147200,532.2000122070312,398.75,506.3299865722656,496.0299987792969,36912117,496.0299987792969,2018-01-17
1516233600,539.9099731445312,478.94000244140625,496.0299987792969,483.0299987792969,21624814,483.0299987792969,2018-01-18
1516320000,553.3599853515625,473.57000732421875,483.6000061035156,525.6300048828125,21242420,525.6300048828125,2018-01-19
1516406400,565.3200073242188,514.4199829101562,525.969970703125,559.9600219726562,17184706,559.9600219726562,2018-01-20
1516492800,565.1400146484375,474.5199890136719,559.9600219726562,489.0299987792969,15970347,489.0299987792969,2018-01-21
1516579200,507.0299987792969,412.2799987792969,489.2900085449219,445.7099914550781,12761580,445.7099914550781,2018-01-22
1516665600,469.3599853515625,405.04998779296875,445.7099914550781,442.0400085449219,15321999,442.0400085449219,2018-01-23
