date,high,low,open,close,volume,adjclose,formatted_date
1514764800,232.25999450683594,216.4199981689453,226.52000427246094,224.33999633789062,115831512,224.33999633789062,2018-01-01
1514851200,260.5299987792969,224.27999877929688,224.33999633789062,251.80999755859375,314730425,251.80999755859375,2018-01-02
1514937600,256.80999755859375,241.11000061035156,251.80999755859375,244.6300048828125,211596420,244.6300048828125,2018-01-03
1515024000,244.8800048828125,225.58999633789062,244.6300048828125,238.3000030517578,206659684,238.3000030517578,2018-01-04
1515110400,251.55999755859375,235.0,238.3000030517578,244.50999450683594,262545479,244.50999450683594,2018-01-05
1515196800,305.2099914550781,243.55999755859375,244.50999450683594,278.9200134277344,511915657,278.9200134277344,2018-01-06
1515283200,287.2699890136719,265.3699951171875,278.9200134277344,271.57000732421875,212682356,271.57000732421875,2018-01-07
1515369600,273.4700012207031,231.2100067138672,271.57000732421875,254.25,270377483,254.25,2018-01-08
1515456000,258.5899963378906,237.97999572753906,254.24000549316406,246.0399932861328,184228877,246.0399932861328,2018-01-09
1515542400,249.30999755859375,230.66000366210938,246.02000427246094,249.10000610351562,207658680,249.10000610351562,2018-01-10
1515628800,252.88999938964844,217.85000610351562,249.11000061035156,226.52999877929688,262771223,226.52999877929688,2018-01-11
1515715200,241.8300018310547,219.6199951171875,226.52999877929688,235.35000610351562,140305335,235.35000610351562,2018-01-12
1515801600,262.8699951171875,235.3000030517578,235.35000610351562,257.94000244140625,176341211,257.94000244140625,2018-01-13
1515888000,268.80999755859375,231.42999267578125,257.94000244140625,236.86000061035156,189083699,236.86000061035156,2018-01-14
1515974400,244.39999389648438,230.7899932861328,236.86000061035156,231.88999938964844,110848991,231.88999938964844,2018-01-15
1516060800,232.39999389648438,147.77999877929688,231.88999938964844,183.86000061035156,473245937,183.86000061035156,2018-01-16
1516147200,204.55999755859375,136.4499969482422,183.6999969482422,188.2100067138672,458374670,188.2100067138672,2018-01-17
1516233600,208.3699951171875,175.4600067138672,188.13999938964844,191.02999877929688,274884322,191.02999877929688,2018-01-18
1516320000,201.25,185.77999877929688,191.02999877929688,192.27000427246094,132586901,192.27000427246094,2018-01-19
1516406400,214.72000122070312,192.25999450683594,192.27000427246094,210.67999267578125,133356395,210.67999267578125,2018-01-20
1516492800,210.80999755859375,182.8800048828125,210.67999267578125,190.72999572753906,118925936,190.72999572753906,2018-01-21
1516579200,194.33999633789062,165.4199981689453,190.72000122070312,179.4199981689453,141918011,179.4199981689453,2018-01-22
1516665600,186.11000061035156,164.75999450683594,179.4199981689453,177.9199981689453,119223032,177.9199981689453,2018-01-23
1516752000,184.6999969482422,172.4199981689453,177.91000366210938,180.58999633789062,86367198,180.58999633789062,2018-01-24
1516838400,184.69000244140625,175.2100067138672,180.58999633789062,178.97000122070312,73767401,178.97000122070312,2018-01-25
1516924800,182.14999389648438,165.75999450683594,178.92999267578125,175.64999389648438,84960279,175.64999389648438,2018-01-26
1517011200,182.9199981689453,173.8800048828125,175.64999389648438,180.7100067138672,68085098,180.7100067138672,2018-01-27
1517097600,194.47999572753906,180.2899932861328,180.7100067138672,193.22999572753906,81443118,193.22999572753906,2018-01-28
1517184000,193.4199981689453,177.3699951171875,193.22999572753906,180.4499969482422,73715876,180.4499969482422,2018-01-29
1517270400,180.61000061035156,159.77000427246094,180.4499969482422,165.3800048828125,126940449,165.3800048828125,2018-01-30
1517356800,166.86000061035156,156.3699951171875,165.36000061035156,162.92999267578125,92416470,162.92999267578125,2018-01-31
1517443200,165.7100067138672,127.75,162.92999267578125,141.3699951171875,177798590,141.3699951171875,2018-02-01
1517529600,142.0,102.51000213623047,141.36000061035156,131.1699981689453,264489437,131.1699981689453,2018-02-02
1517616000,166.3300018310547,120.41000366210938,131.1699981689453,161.0,220733569,161.0,2018-02-03
1517702400,174.66000366210938,136.9600067138672,161.0,147.5500030517578,348903981,147.5500030517578,2018-02-04
