date,high,low,open,close,volume,adjclose,formatted_date
1518912000,11288.33984375,10161.009765625,11097.2099609375,10417.23046875,1659704217,10417.23046875,2018-02-18
1518998400,11265.9599609375,10336.3203125,10418.1201171875,11182.2802734375,1186535653,11182.2802734375,2018-02-19
1519084800,11802.23046875,11130.9501953125,11182.2802734375,11256.4296875,1640343867,11256.4296875,2018-02-20
1519171200,11295.580078125,10256.2099609375,11256.7802734375,10481.66015625,1982721124,10481.66015625,2018-02-21
1519257600,10941.5703125,9757.1904296875,10481.66015625,9847.9599609375,1795951829,9847.9599609375,2018-02-22
1519344000,10420.669921875,9604.0,9847.9599609375,10175.509765625,1399448203,10175.509765625,2018-02-23
1519430400,10528.0,9396.5400390625,10175.509765625,9705.73046875,1244484468,9705.73046875,2018-02-24
1519516800,9873.7900390625,9329.4404296875,9705.73046875,9610.1103515625,793093192,9610.1103515625,2018-02-25
1519603200,10457.509765625,9411.8203125,9610.1103515625,10326.5,1181729273,10326.5,2018-02-26
1519689600,10879.3798828125,10154.240234375,10326.5,10594.759765625,1060840699,10594.759765625,2018-02-27
1519776000,11067.759765625,10303.1396484375,10594.759765625,10334.4404296875,1126074675,10334.4404296875,2018-02-28
1519862400,11090.2998046875,10247.5595703125,10334.4404296875,10929.3701171875,952472120,10929.3701171875,2018-03-01
1519948800,11191.9404296875,10801.4501953125,10929.3701171875,11043.1201171875,852908489,11043.1201171875,2018-03-02
1520035200,11530.66015625,11043.1201171875,11043.1201171875,11465.3603515625,812200126,11465.3603515625,2018-03-03
1520121600,11539.7900390625,11084.009765625,11465.3603515625,11504.419921875,690727335,11504.419921875,2018-03-04
1520208000,11694.150390625,11431.5498046875,11503.9404296875,11440.73046875,791471905,11440.73046875,2018-03-05
1520294400,11441.650390625,10589.2802734375,11440.330078125,10735.4501953125,1210081181,10735.4501953125,2018-03-06
1520380800,10913.7001953125,9470.73046875,10735.4501953125,9928.5595703125,1858869115,9928.5595703125,2018-03-07
1520467200,10119.2099609375,9086.849609375,9928.5595703125,9316.7197265625,1492236089,9316.7197265625,2018-03-08
1520553600,9433.3798828125,8393.4501953125,9316.76953125,9252.759765625,2081621422,9252.759765625,2018-03-09
1520640000,9518.6201171875,8727.4296875,9252.759765625,8797.26953125,1084925795,8797.26953125,2018-03-10
1520726400,9735.6396484375,8484.3203125,8797.26953125,9544.83984375,1374814644,9544.83984375,2018-03-11
1520812800,9907.41015625,8796.51953125,9543.98046875,9142.150390625,1435404200,9142.150390625,2018-03-12
1520899200,9486.1201171875,8856.650390625,9142.26953125,9160.1201171875,1228556284,9160.1201171875,2018-03-13
1520985600,9360.66015625,7966.93994140625,9160.1201171875,8217.7001953125,1385572511,8217.7001953125,2018-03-14
1521072000,8432.1201171875,7698.47021484375,8216.2197265625,8268.41015625,1519850464,8268.41015625,2018-03-15
1521158400,8616.6298828125,7924.10986328125,8267.9501953125,8283.23046875,1082790136,8283.23046875,2018-03-16
1521244800,8360.6396484375,7765.41015625,8283.23046875,7883.4501953125,901939422,7883.4501953125,2018-03-17
1521331200,8299.8603515625,7318.4599609375,7882.669921875,8215.400390625,1535519444,8215.400390625,2018-03-18
1521417600,8725.599609375,8129.66015625,8215.5,8623.1396484375,1447812723,8623.1396484375,2018-03-19
1521504000,9056.23046875,8339.7998046875,8623.1396484375,8920.7099609375,1150462439,8920.7099609375,2018-03-20
1521590400,9184.509765625,8778.6904296875,8920.5302734375,8911.349609375,991376396,8911.349609375,2018-03-21
1521676800,9107.0,8500.8798828125,8911.3701171875,8724.98046875,1023286566,8724.98046875,2018-03-22
1521763200,8935.8798828125,8307.580078125,8724.98046875,8934.7998046875,939997284,8934.7998046875,2018-03-23
1521849600,9036.23046875,8515.5302734375,8935.509765625,8548.0595703125,827663165,8548.0595703125,2018-03-24
1521936000,8690.3603515625,8395.849609375,8548.3896484375,8472.83984375,657643520,8472.83984375,2018-03-25
1522018800,8521.0400390625,7869.27001953125,8472.5595703125,8152.2001953125,1079038734,8152.2001953125,2018-03-25
1522105200,8226.240234375,7752.2998046875,8152.18017578125,7808.47998046875,930754990,7808.47998046875,2018-03-26
1522191600,8117.7900390625,7752.60009765625,7808.419921875,7959.77978515625,657712114,7959.77978515625,2018-03-27
1522278000,7983.77001953125,6927.10986328125,7959.77978515625,7106.6201171875,1379180030,7106.6201171875,2018-03-28
1522364400,7280.27001953125,6595.259765625,7106.6201171875,6853.759765625,1584675343,6853.759765625,2018-03-29
1522450800,7228.39990234375,6806.33984375,6853.75,6943.77001953125,915400590,6943.77001953125,2018-03-30
1522537200,7056.22021484375,6463.5400390625,6943.77001953125,6835.83984375,889887684,6835.83984375,2018-03-31
1522623600,8218.66015625,6792.2998046875,6835.580078125,7074.60009765625,748861435,7074.60009765625,2018-04-01
1522710000,7528.97021484375,7039.8798828125,7074.64990234375,7434.2998046875,905326798,7434.2998046875,2018-04-02
1522796400,7442.419921875,6727.08984375,7434.2998046875,6815.5,877199782,6815.5,2018-04-03
1522882800,6933.66015625,6602.3798828125,6815.5,6790.4501953125,777145174,6790.4501953125,2018-04-04
1522969200,6869.52978515625,6526.669921875,6790.4501953125,6634.85986328125,605651287,6634.85986328125,2018-04-05
1523055600,7083.85009765625,6624.47021484375,6634.85986328125,6917.2001953125,564883141,6917.2001953125,2018-04-06
1523142000,7132.02978515625,6911.02001953125,6917.2001953125,7049.919921875,425825572,7049.919921875,2018-04-07
1523228400,7204.27978515625,6633.68994140625,7049.919921875,6789.52978515625,901883664,6789.52978515625,2018-04-08
1523314800,6922.83984375,6676.72021484375,6789.52978515625,6871.06982421875,424510977,6871.06982421875,2018-04-09
1523401200,6999.3701171875,6839.16015625,6871.06982421875,6977.1298828125,450141340,6977.1298828125,2018-04-10
1523487600,8051.9501953125,6791.330078125,6977.0400390625,7927.72998046875,1490759969,7927.72998046875,2018-04-11
1523574000,8237.16015625,7758.7998046875,7927.72998046875,7899.10986328125,1171435820,7899.10986328125,2018-04-12
1523660400,8195.33984375,7841.18994140625,7898.740234375,8022.509765625,537286381,8022.509765625,2018-04-13
1523746800,8437.0302734375,8021.0400390625,8022.509765625,8376.73046875,570527804,8376.73046875,2018-04-14
1523833200,8430.9296875,7929.240234375,8376.73046875,8079.77001953125,713471956,8079.77001953125,2018-04-15
1523919600,8187.60009765625,7858.1201171875,8079.77001953125,7921.6298828125,580880500,7921.6298828125,2018-04-16
1524006000,8246.5703125,7908.919921875,7921.64990234375,8189.9599609375,593500791,8189.9599609375,2018-04-17
1524092400,8321.009765625,8136.419921875,8189.919921875,8301.8203125,602099034,8301.8203125,2018-04-18
1524178800,8945.1396484375,8243.490234375,8301.8203125,8877.080078125,979994921,8877.080078125,2018-04-19
1524265200,9047.8203125,8631.1796875,8877.150390625,8935.7197265625,829073400,8935.7197265625,2018-04-20
1524351600,9043.98046875,8788.4404296875,8935.849609375,8823.3603515625,610183093,8823.3603515625,2018-04-21
1524438000,9025.73046875,8804.2001953125,8823.4599609375,8968.25,553892335,8968.25,2018-04-22
1524524400,9741.91015625,8957.6796875,8967.8603515625,9655.76953125,1276464750,9655.76953125,2018-04-23
1524610800,9765.23046875,8757.0595703125,9657.6904296875,8873.6201171875,1779806222,8873.6201171875,2018-04-24
1524697200,9315.1298828125,8669.3798828125,8873.5703125,9282.1201171875,997427934,9282.1201171875,2018-04-25
1524783600,9385.8701171875,8923.48046875,9289.009765625,8938.4697265625,758182407,8938.4697265625,2018-04-26
1524870000,9435.900390625,8892.51953125,8938.4697265625,9351.4697265625,774111704,9351.4697265625,2018-04-27
1524956400,9552.669921875,9189.0703125,9349.9404296875,9407.0400390625,640931911,9407.0400390625,2018-04-28
1525042800,9459.8095703125,9133.599609375,9407.349609375,9248.4501953125,574099218,9248.4501953125,2018-04-29
1525129200,9251.66015625,8851.099609375,9248.25,9077.2802734375,669555436,9077.2802734375,2018-04-30
1525215600,9271.6201171875,8993.8203125,9077.2802734375,9232.1904296875,527488395,9232.1904296875,2018-05-01
1525302000,9817.1904296875,9172.2802734375,9232.1904296875,9745.0400390625,857646889,9745.0400390625,2018-05-02
1525388400,9785.150390625,9547.2099609375,9746.259765625,9699.6103515625,663887678,9699.6103515625,2018-05-03
1525474800,9968.849609375,9687.08984375,9700.3701171875,9845.900390625,679872376,9845.900390625,2018-05-04
1525561200,9936.9599609375,9441.9296875,9846.4404296875,9644.919921875,608650204,9644.919921875,2018-05-05
1525647600,9662.23046875,9202.1298828125,9643.990234375,9377.8095703125,692580062,9377.8095703125,2018-05-06
1525734000,9472.08984375,9063.0703125,9377.080078125,9196.1298828125,673924125,9196.1298828125,2018-05-07
1525820400,9373.4599609375,8987.26953125,9196.1298828125,9321.16015625,625495066,9321.16015625,2018-05-08
1525906800,9393.9501953125,9017.1298828125,9321.51953125,9032.2197265625,629850604,9032.2197265625,2018-05-09
1525993200,9032.26953125,8363.5,9032.2197265625,8421.0,1176888629,8421.0,2018-05-10
1526079600,8653.7998046875,8225.9697265625,8420.8203125,8486.669921875,783972252,8486.669921875,2018-05-11
1526166000,8773.9599609375,8350.91015625,8488.0703125,8709.4599609375,525395861,8709.4599609375,2018-05-12
1526252400,8883.0,8312.7197265625,8709.4599609375,8672.900390625,874543293,8672.900390625,2018-05-13
1526338800,8848.6904296875,8441.25,8672.8798828125,8480.16015625,730739738,8480.16015625,2018-05-14
1526425200,8501.650390625,8119.169921875,8480.16015625,8344.7802734375,789660713,8344.7802734375,2018-05-15
1526511600,8476.4501953125,8015.77001953125,8342.6904296875,8071.0400390625,615539512,8071.0400390625,2018-05-16
1526598000,8280.4501953125,7940.35009765625,8071.0400390625,8247.91015625,558167598,8247.91015625,2018-05-17
1526684400,8397.26953125,8160.7998046875,8247.91015625,8249.240234375,381458405,8249.240234375,2018-05-18
1526770800,8591.4501953125,8181.4599609375,8249.240234375,8533.0,418898289,8533.0,2018-05-19
1526857200,8585.849609375,8347.8798828125,8533.2197265625,8419.650390625,463653636,8419.650390625,2018-05-20
1526943600,8428.599609375,7962.43017578125,8419.669921875,7992.75,543342369,7992.75,2018-05-21
1527030000,8031.6298828125,7460.66015625,7992.75,7505.77001953125,934151146,7505.77001953125,2018-05-22
1527116400,7729.47998046875,7283.77001953125,7505.77001953125,7584.740234375,826278113,7584.740234375,2018-05-23
1527202800,7652.3701171875,7347.9599609375,7584.77978515625,7475.35986328125,634474356,7475.35986328125,2018-05-24
1527289200,7626.68994140625,7314.7099609375,7475.35986328125,7355.06005859375,368322782,7355.06005859375,2018-05-25
1527375600,7420.06982421875,7256.669921875,7355.06005859375,7362.22998046875,341348321,7362.22998046875,2018-05-26
1527462000,7455.5498046875,7092.91015625,7362.22998046875,7118.8798828125,526854342,7118.8798828125,2018-05-27
1527548400,7533.02978515625,7069.009765625,7118.8798828125,7474.75,634849312,7474.75,2018-05-28
1527634800,7571.080078125,7295.77978515625,7474.75,7393.02001953125,505870974,7393.02001953125,2018-05-29
1527721200,7608.8701171875,7349.52001953125,7393.02001953125,7502.14990234375,458223966,7502.14990234375,2018-05-30
1527807600,7614.66015625,7370.27001953125,7501.740234375,7530.5498046875,458687659,7530.5498046875,2018-05-31
1527894000,7697.33984375,7467.7900390625,7530.5498046875,7643.259765625,362414878,7643.259765625,2018-06-01
1527980400,7774.9599609375,7606.759765625,7643.259765625,7719.75,332313005,7719.75,2018-06-02
1528066800,7760.72998046875,7469.2099609375,7719.72998046875,7503.2001953125,427448262,7503.2001953125,2018-06-03
1528153200,7672.7001953125,7394.97021484375,7503.31982421875,7629.39990234375,440337235,7629.39990234375,2018-06-04
1528239600,7701.35009765625,7504.97998046875,7629.39990234375,7661.7900390625,396116252,7661.7900390625,2018-06-05
1528326000,7755.919921875,7651.1298828125,7661.7900390625,7700.10986328125,342475552,7700.10986328125,2018-06-06
1528412400,7709.60986328125,7559.5,7700.39990234375,7627.52001953125,310119047,7627.52001953125,2018-06-07
1528498800,7691.740234375,7495.72021484375,7627.56005859375,7513.68994140625,218013881,7513.68994140625,2018-06-08
1528585200,7514.0400390625,6661.97998046875,7513.759765625,6773.72021484375,895514425,6773.72021484375,2018-06-09
1528671600,6913.85009765625,6652.89013671875,6773.72021484375,6887.3701171875,482788065,6887.3701171875,2018-06-10
1528758000,6888.330078125,6462.60986328125,6887.43017578125,6556.93994140625,509372466,6556.93994140625,2018-06-11
1528844400,6623.0,6140.6298828125,6556.93994140625,6310.43017578125,797087281,6310.43017578125,2018-06-12
1528930800,6719.43994140625,6286.22998046875,6310.43017578125,6643.259765625,620296377,6643.259765625,2018-06-13
1529017200,6667.22998046875,6380.68994140625,6643.6298828125,6396.7099609375,379228601,6396.7099609375,2018-06-14
1529103600,6569.14990234375,6345.990234375,6396.7099609375,6503.10009765625,232802782,6503.10009765625,2018-06-15
1529190000,6585.77001953125,6446.3798828125,6503.10009765625,6457.77978515625,224575526,6457.77978515625,2018-06-16
1529276400,6802.02978515625,6401.41015625,6457.77978515625,6714.81982421875,430241689,6714.81982421875,2018-06-17
1529362800,6839.60009765625,6672.2001953125,6714.56005859375,6741.27978515625,370797057,6741.27978515625,2018-06-18
1529449200,6817.89990234375,6569.9599609375,6741.27978515625,6761.27001953125,400530201,6761.27001953125,2018-06-19
1529535600,6790.080078125,6687.66015625,6761.27001953125,6720.64013671875,295690715,6720.64013671875,2018-06-20
1529622000,6731.509765625,5941.31982421875,6720.64013671875,6051.47021484375,862826624,6051.47021484375,2018-06-21
1529708400,6257.8798828125,6033.2001953125,6051.47021484375,6166.5400390625,350697378,6166.5400390625,2018-06-22
1529794800,6254.02001953125,5782.1298828125,6166.35986328125,6157.77978515625,667479078,6157.77978515625,2018-06-23
1529881200,6344.4501953125,6095.25,6157.77978515625,6260.35009765625,492834172,6260.35009765625,2018-06-24
1529967600,6286.35986328125,6067.490234375,6260.39990234375,6088.39013671875,391396653,6088.39013671875,2018-06-25
1530054000,6192.10986328125,6021.68994140625,6092.259765625,6141.56982421875,383457137,6141.56982421875,2018-06-26
1530140400,6172.22998046875,5844.259765625,6141.56982421875,5871.27978515625,385907044,5871.27978515625,2018-06-27
1530226800,6286.669921875,5813.02001953125,5870.81005859375,6203.7998046875,554799001,6203.7998046875,2018-06-28
1530313200,6503.330078125,6194.509765625,6203.81005859375,6385.3798828125,419284677,6385.3798828125,2018-06-29
1530399600,6429.5,6262.72021484375,6385.43017578125,6339.0400390625,259708490,6339.0400390625,2018-06-30
1530486000,6673.7099609375,5537.85986328125,6342.68994140625,6615.66015625,465915661,6615.66015625,2018-07-01
1530572400,6670.2998046875,6473.47998046875,6616.60009765625,6509.580078125,356390898,6509.580078125,2018-07-02
1530658800,6777.97021484375,6411.1298828125,6508.43017578125,6590.06005859375,412202352,6590.06005859375,2018-07-03
1530745200,6691.31982421875,6448.22998046875,6589.77001953125,6534.81005859375,421189063,6534.81005859375,2018-07-04
1530831600,6633.43994140625,6458.14013671875,6534.81005859375,6602.02001953125,310759733,6602.02001953125,2018-07-05
1530918000,6814.419921875,6518.22998046875,6602.02978515625,6758.080078125,277167900,6758.080078125,2018-07-06
1531004400,6782.85009765625,6684.14990234375,6758.080078125,6707.3798828125,268455446,6707.3798828125,2018-07-07
1531090800,6803.10009765625,6625.580078125,6707.4599609375,6668.83984375,328316145,6668.83984375,2018-07-08
1531177200,6683.60986328125,6277.22998046875,6668.83984375,6306.85009765625,470432142,6306.85009765625,2018-07-09
1531263600,6405.58984375,6293.68017578125,6306.8701171875,6394.35986328125,327667754,6394.35986328125,2018-07-10
1531350000,6394.93017578125,6084.0,6394.35986328125,6253.60009765625,409078182,6253.60009765625,2018-07-11
1531436400,6349.2099609375,6131.5400390625,6253.66015625,6229.830078125,319802271,6229.830078125,2018-07-12
1531522800,6332.4599609375,6190.18017578125,6229.60986328125,6268.75,174416786,6268.75,2018-07-13
1531609200,6401.5,6245.75,6268.31982421875,6364.259765625,218543291,6364.259765625,2018-07-14
1531695600,6761.83984375,6349.830078125,6364.259765625,6740.5498046875,494264915,6740.5498046875,2018-07-15
1531782000,7476.240234375,6677.56005859375,6740.5400390625,7326.7001953125,799401451,7326.7001953125,2018-07-16
1531868400,7590.64990234375,7253.7099609375,7326.759765625,7383.39013671875,788460811,7383.39013671875,2018-07-17
1531954800,7563.7001953125,7289.89990234375,7383.39013671875,7477.5,522544440,7477.5,2018-07-18
1532041200,7676.5498046875,7279.33984375,7477.10009765625,7333.93017578125,603034414,7333.93017578125,2018-07-19
1532127600,7453.06982421875,7220.3701171875,7333.93017578125,7405.39990234375,297440355,7405.39990234375,2018-07-20
1532214000,7569.27978515625,7345.25,7405.39990234375,7398.64013671875,355565264,7398.64013671875,2018-07-21
1532300400,7798.58984375,7376.66015625,7398.64013671875,7718.0,745533303,7718.0,2018-07-22
1532386800,8485.7099609375,7692.16015625,7718.0,8395.8203125,1166560702,8395.8203125,2018-07-23
1532473200,8481.1103515625,8061.06982421875,8395.8095703125,8170.22998046875,736530740,8170.22998046875,2018-07-24
1532559600,8302.240234375,7862.669921875,8170.3701171875,7937.25,643953970,7937.25,2018-07-25
1532646000,8278.009765625,7806.25,7937.10009765625,8182.89013671875,646256012,8182.89013671875,2018-07-26
1532732400,8238.0400390625,8070.0400390625,8182.8798828125,8230.8701171875,295872316,8230.8701171875,2018-07-27
1532818800,8291.5498046875,8123.52978515625,8230.8203125,8216.7802734375,280233415,8216.7802734375,2018-07-28
1532905200,8273.6103515625,7867.43994140625,8216.7001953125,8176.06005859375,681120739,8176.06005859375,2018-07-29
1532991600,8176.27001953125,7663.7001953125,8176.080078125,7735.2998046875,765186307,7735.2998046875,2018-07-30
1533078000,7760.740234375,7449.31005859375,7736.25,7610.89990234375,595404848,7610.89990234375,2018-07-31
1533164400,7713.31982421875,7470.85986328125,7610.89990234375,7542.33984375,424093581,7542.33984375,2018-08-01
1533250800,7542.490234375,7296.759765625,7542.33984375,7417.60009765625,586982505,7417.60009765625,2018-08-02
1533337200,7490.89013671875,6940.14990234375,7417.60009765625,7017.89013671875,534002935,7017.89013671875,2018-08-03
1533423600,7092.52978515625,6898.31005859375,7017.89013671875,7042.39013671875,368914046,7042.39013671875,2018-08-04
1533510000,7160.39990234375,6854.7900390625,7042.56982421875,6945.77978515625,410408444,6945.77978515625,2018-08-05
1533596400,7150.85986328125,6685.02001953125,6945.77001953125,6723.2099609375,575690006,6723.2099609375,2018-08-06
1533682800,6723.990234375,6133.02978515625,6723.2900390625,6285.02001953125,838853615,6285.02001953125,2018-08-07
1533769200,6631.22998046875,6195.02001953125,6285.06005859375,6543.240234375,575748446,6543.240234375,2018-08-08
1533855600,6582.14013671875,6025.91015625,6543.25,6153.41015625,639457019,6153.41015625,2018-08-09
1533942000,6488.5498046875,6014.259765625,6152.9501953125,6242.5400390625,545722619,6242.5400390625,2018-08-10
1534028400,6483.39013671875,6176.89013671875,6242.52978515625,6322.919921875,366460108,6322.919921875,2018-08-11
1534114800,6545.02001953125,6157.02978515625,6322.41015625,6263.2001953125,452431672,6263.2001953125,2018-08-12
1534201200,6266.5,5891.8701171875,6263.2001953125,6199.60009765625,759847789,6199.60009765625,2018-08-13
1534287600,6620.06982421875,6193.6298828125,6199.6298828125,6274.22021484375,852103141,6274.22021484375,2018-08-14
1534374000,6478.06982421875,6217.330078125,6274.22021484375,6323.81005859375,454679037,6323.81005859375,2018-08-15
1534460400,6594.72021484375,6300.4501953125,6323.81005859375,6591.16015625,477089455,6591.16015625,2018-08-16
1534546800,6622.16015625,6322.43994140625,6591.18017578125,6405.7099609375,336744293,6405.7099609375,2018-08-17
1534633200,6560.8798828125,6330.56005859375,6405.740234375,6502.18017578125,253984821,6502.18017578125,2018-08-18
1534719600,6537.5400390625,6248.39013671875,6502.240234375,6269.89990234375,397981291,6269.89990234375,2018-08-19
1534806000,6506.68994140625,6259.81005859375,6270.08984375,6491.10986328125,396746063,6491.10986328125,2018-08-20
1534892400,6890.7900390625,6264.33984375,6491.08984375,6366.1298828125,764005011,6366.1298828125,2018-08-21
1534978800,6575.27978515625,6356.9599609375,6366.14013671875,6538.9501953125,340811486,6538.9501953125,2018-08-22
1535065200,6736.830078125,6481.759765625,6539.1298828125,6708.9599609375,382456858,6708.9599609375,2018-08-23
1535151600,6808.89013671875,6684.18994140625,6708.93994140625,6749.56005859375,258296664,6749.56005859375,2018-08-24
1535238000,6793.169921875,6588.47998046875,6749.7099609375,6720.60009765625,265820591,6720.60009765625,2018-08-25
1535324400,6944.2099609375,6674.83984375,6720.60009765625,6915.72998046875,405769271,6915.72998046875,2018-08-26
1535410800,7136.7099609375,6877.2001953125,6915.919921875,7091.3798828125,487789642,7091.3798828125,2018-08-27
1535497200,7137.47021484375,6944.759765625,7091.3798828125,7052.0,356139022,7052.0,2018-08-28
1535583600,7072.64013671875,6818.68994140625,7051.60986328125,6998.759765625,425475685,6998.759765625,2018-08-29
1535670000,7096.72998046875,6903.080078125,6998.759765625,7026.9599609375,349131152,7026.9599609375,2018-08-30
1535756400,7272.02978515625,7025.580078125,7026.9599609375,7203.4599609375,300301833,7203.4599609375,2018-08-31
1535842800,7384.3798828125,7144.7099609375,7203.4599609375,7301.259765625,447453370,7301.259765625,2018-09-01
1535929200,7350.580078125,7204.89013671875,7301.25,7270.0498046875,309327793,7270.0498046875,2018-09-02
1536015600,7417.64990234375,7246.759765625,7270.0498046875,7369.85986328125,343762001,7369.85986328125,2018-09-03
1536102000,7401.43017578125,6694.06005859375,7369.89013671875,6705.02978515625,797851163,6705.02978515625,2018-09-04
1536188400,6727.18994140625,6295.10986328125,6705.06005859375,6515.419921875,823309044,6515.419921875,2018-09-05
1536274800,6549.39013671875,6345.47998046875,6515.419921875,6411.77978515625,344487244,6411.77978515625,2018-09-06
1536361200,6480.56982421875,6134.759765625,6413.1201171875,6200.16015625,317380272,6200.16015625,2018-09-07
1536447600,6451.25,6161.830078125,6200.22998046875,6249.06982421875,244400344,6249.06982421875,2018-09-08
1536534000,6371.419921875,6247.64013671875,6249.06982421875,6324.43017578125,320435279,6324.43017578125,2018-09-09
1536620400,6415.509765625,6199.18994140625,6324.43017578125,6295.5400390625,324512939,6295.5400390625,2018-09-10
1536706800,6357.89013671875,6208.27978515625,6295.5400390625,6337.10986328125,332537236,6337.10986328125,2018-09-11
1536793200,6534.89013671875,6337.080078125,6337.080078125,6492.0,425090869,6492.0,2018-09-12
1536879600,6591.58984375,6393.83984375,6492.169921875,6486.009765625,377989402,6486.009765625,2018-09-13
1536966000,6573.18994140625,6473.47021484375,6485.39013671875,6522.080078125,208349557,6522.080078125,2018-09-14
